# site: 52_28
# product: MOD11A2
# start: 2001-01-01
# end: 2001-12-31
# complete: FALSE
modis_date,calendar_date,band,tile,proc_date,pixel,data
A2001161,2001-06-10,LST_Day_1km,h13v04,2015119155614,1,14648
A2001185,2001-07-04,LST_Day_1km,h13v04,2015120021918,1,14635
A2001193,2001-07-12,LST_Day_1km,h13v04,2015120101045,1,14856
A2001201,2001-07-20,LST_Day_1km,h13v04,2015121164547,1,14769
A2001209,2001-07-28,LST_Day_1km,h13v04,2015122000947,1,14730
A2001217,2001-08-05,LST_Day_1km,h13v04,2015122074005,1,14698
A2001225,2001-08-13,LST_Day_1km,h13v04,2015122141349,1,14520
A2001233,2001-08-21,LST_Day_1km,h13v04,2015122202501,1,14485
A2001241,2001-08-29,LST_Day_1km,h13v04,2015124172418,1,14355
A2001249,2001-09-06,LST_Day_1km,h13v04,2015124233958,1,14749
A2001257,2001-09-14,LST_Day_1km,h13v04,2015125054724,1,14285
A2001265,2001-09-22,LST_Day_1km,h13v04,2015125113821,1,14181
A2001273,2001-09-30,LST_Day_1km,h13v04,2015125171155,1,14229
A2001281,2001-10-08,LST_Day_1km,h13v04,2015125225104,1,0
A2001289,2001-10-16,LST_Day_1km,h13v04,2015126040421,1,13733
A2001297,2001-10-24,LST_Day_1km,h13v04,2015126090701,1,13557
A2001305,2001-11-01,LST_Day_1km,h13v04,2015126180406,1,13824
A2001313,2001-11-09,LST_Day_1km,h13v04,2015126232357,1,0
A2001321,2001-11-17,LST_Day_1km,h13v04,2015127040507,1,13473
A2001329,2001-11-25,LST_Day_1km,h13v04,2015127085544,1,13294
