# xllcorner: -4886095.90
# yllcorner: 5498595.32
# cellsize: 926.625433055834
# nrows: 1
# ncols: 1
# band: LST_Day_1km
# units: Kelvin
# scale: 0.02
# latitude: 49.45
# longitude: -67.58
# site: 66_3
# product: MOD11A2
# start: 2001-01-01
# end: 2001-12-31
# complete: FALSE
modis_date,calendar_date,band,tile,proc_date,pixel,data
A2001001,2001-01-01,LST_Day_1km,h13v04,2015112000143,1,13277
A2001009,2001-01-09,LST_Day_1km,h13v04,2015112080202,1,12855
A2001017,2001-01-17,LST_Day_1km,h13v04,2015112151337,1,12922
A2001025,2001-01-25,LST_Day_1km,h13v04,2015112222110,1,12964
A2001033,2001-02-02,LST_Day_1km,h13v04,2015113055824,1,13102
A2001041,2001-02-10,LST_Day_1km,h13v04,2015113134727,1,13034
A2001049,2001-02-18,LST_Day_1km,h13v04,2015113205844,1,12838
A2001057,2001-02-26,LST_Day_1km,h13v04,2015114193017,1,12831
A2001065,2001-03-06,LST_Day_1km,h13v04,2015115014640,1,13536
A2001073,2001-03-14,LST_Day_1km,h13v04,2015115081252,1,13623
A2001081,2001-03-22,LST_Day_1km,h13v04,2015115142448,1,13651
A2001089,2001-03-30,LST_Day_1km,h13v04,2015115203511,1,13520
A2001097,2001-04-07,LST_Day_1km,h13v04,2015116023659,1,13767
A2001105,2001-04-15,LST_Day_1km,h13v04,2015116085545,1,13756
A2001113,2001-04-23,LST_Day_1km,h13v04,2015116144625,1,13811
A2001121,2001-05-01,LST_Day_1km,h13v04,2015116204512,1,14149
A2001129,2001-05-09,LST_Day_1km,h13v04,2015117023306,1,14463
A2001137,2001-05-17,LST_Day_1km,h13v04,2015117082506,1,14535
A2001145,2001-05-25,LST_Day_1km,h13v04,2015117142622,1,14674
A2001153,2001-06-02,LST_Day_1km,h13v04,2015118195750,1,14473
