# xllcorner: -4861077.03
# yllcorner: 5518054.45
# cellsize: 926.625433055834
# nrows: 1
# ncols: 1
# band: LST_Day_1km
# units: Kelvin
# scale: 0.02
# latitude: 49.63
# longitude: -67.49
# site: 75_21
# product: MOD11A2
# start: 2004-01-01
# end: 2004-12-31
# complete: TRUE
modis_date,calendar_date,band,tile,proc_date,pixel,data
A2004001,2004-01-01,LST_Day_1km,h13v04,2015212185728,1,12935
A2004009,2004-01-09,LST_Day_1km,h13v04,2015212201048,1,12444
A2004017,2004-01-17,LST_Day_1km,h13v04,2015212213105,1,13008
A2004025,2004-01-25,LST_Day_1km,h13v04,2015213005500,1,12856
A2004033,2004-02-02,LST_Day_1km,h13v04,2015213090337,1,13005
A2004041,2004-02-10,LST_Day_1km,h13v04,2015213165317,1,13021
A2004049,2004-02-18,LST_Day_1km,h13v04,2015216183047,1,13169
A2004057,2004-02-26,LST_Day_1km,h13v04,2015217020548,1,13200
A2004065,2004-03-05,LST_Day_1km,h13v04,2015217091314,1,13389
A2004073,2004-03-13,LST_Day_1km,h13v04,2015217164919,1,13132
A2004081,2004-03-21,LST_Day_1km,h13v04,2015217230027,1,13474
A2004089,2004-03-29,LST_Day_1km,h13v04,2015218055611,1,13777
A2004097,2004-04-06,LST_Day_1km,h13v04,2015218215907,1,13716
A2004105,2004-04-14,LST_Day_1km,h13v04,2015219063648,1,13747
A2004113,2004-04-22,LST_Day_1km,h13v04,2015219141127,1,13730
A2004121,2004-04-30,LST_Day_1km,h13v04,2015219231626,1,13889
A2004129,2004-05-08,LST_Day_1km,h13v04,2015220070239,1,13902
A2004137,2004-05-16,LST_Day_1km,h13v04,2015220154424,1,14125
A2004145,2004-05-24,LST_Day_1km,h13v04,2015220231458,1,14087
A2004153,2004-06-01,LST_Day_1km,h13v04,2015223193141,1,14610
A2004161,2004-06-09,LST_Day_1km,h13v04,2015223195423,1,14509
A2004169,2004-06-17,LST_Day_1km,h13v04,2015223222115,1,14644
A2004177,2004-06-25,LST_Day_1km,h13v04,2015224050859,1,14297
A2004185,2004-07-03,LST_Day_1km,h13v04,2015226170455,1,14772
A2004193,2004-07-11,LST_Day_1km,h13v04,2015227013401,1,14795
A2004201,2004-07-19,LST_Day_1km,h13v04,2015227092922,1,14617
A2004209,2004-07-27,LST_Day_1km,h13v04,2015227171938,1,14804
A2004217,2004-08-04,LST_Day_1km,h13v04,2015228010255,1,14512
A2004225,2004-08-12,LST_Day_1km,h13v04,2015228090021,1,14695
A2004233,2004-08-20,LST_Day_1km,h13v04,2015228160346,1,14417
A2004241,2004-08-28,LST_Day_1km,h13v04,2015229185302,1,14125
A2004249,2004-09-05,LST_Day_1km,h13v04,2015230192100,1,14406
A2004257,2004-09-13,LST_Day_1km,h13v04,2015231175349,1,14443
A2004265,2004-09-21,LST_Day_1km,h13v04,2015231183054,1,14345
A2004273,2004-09-29,LST_Day_1km,h13v04,2015231225145,1,14362
A2004281,2004-10-07,LST_Day_1km,h13v04,2015232074713,1,13932
A2004289,2004-10-15,LST_Day_1km,h13v04,2015232155942,1,13850
A2004297,2004-10-23,LST_Day_1km,h13v04,2015233152945,1,13911
A2004305,2004-10-31,LST_Day_1km,h13v04,2015237012016,1,13484
A2004313,2004-11-08,LST_Day_1km,h13v04,2015237081233,1,13325
A2004321,2004-11-16,LST_Day_1km,h13v04,2015237141904,1,13538
A2004329,2004-11-24,LST_Day_1km,h13v04,2015237234329,1,13627
A2004337,2004-12-02,LST_Day_1km,h13v04,2015239151745,1,12968
A2004345,2004-12-10,LST_Day_1km,h13v04,2015239213423,1,13082
A2004353,2004-12-18,LST_Day_1km,h13v04,2015240132643,1,12819
A2004361,2004-12-26,LST_Day_1km,h13v04,2015240210402,1,12657
